Rank	Name	Gender	since 1950	since 2000	TOTAL 1880-2018
639	Ariana	Female	100,039	75,547	100,039
640	Karl	Male	70,285	4,269	100,025
641	Hattie	Female	14,089	5,642	99,773
642	Nolan	Male	92,883	70,950	99,682
643	Toni	Female	87,192	4,827	99,424
644	Kara	Female	98,979	20,418	99,294
645	Bailey	Female	98,992	63,262	99,004
646	Alexandria	Female	97,464	39,057	98,641
647	Hayden	Male	96,231	77,766	98,383
648	Kay	Female	42,919	1,091	98,313
649	Christy	Female	96,492	3,086	98,254
650	Penny	Female	82,922	3,272	97,867
651	Javier	Male	96,534	40,180	97,831
652	Bethany	Female	96,992	22,399	97,792
653	Roland	Male	41,225	6,392	97,627
654	Terry	Female	79,710	398	96,895
655	Cecilia	Female	66,731	26,236	96,826
656	Omar	Male	93,938	44,596	96,794
657	Clinton	Male	65,767	4,369	96,771
658	Sierra	Female	96,533	43,129	96,677
659	Fernando	Male	90,820	37,931	96,466
660	Melody	Female	92,369	28,174	96,344
661	Whitney	Female	95,721	11,194	95,846
662	Ada	Female	23,150	10,863	95,817
663	Angel	Female	94,907	36,226	95,710
664	Natasha	Female	95,549	13,912	95,657
665	Maya	Female	95,506	75,866	95,531
666	Kendra	Female	94,791	23,871	95,347
667	Dianne	Female	58,496	814	95,140
668	Meghan	Female	94,861	16,737	94,861
669	Allan	Male	54,026	8,310	94,493
670	Riley	Male	87,041	61,310	94,278
671	Lonnie	Male	54,585	2,585	93,825
672	Johnathan	Male	93,045	32,827	93,512
673	Marguerite	Female	16,060	1,612	93,490
674	Briana	Female	93,379	37,215	93,379
675	Micah	Male	93,217	60,077	93,244
676	Maxwell	Male	88,829	59,788	93,009
677	Isabelle	Female	69,063	58,798	93,008
678	Bob	Male	30,097	302	92,929
679	Tanner	Male	91,766	47,805	91,816
680	Darryl	Male	84,093	4,571	91,569
681	Marshall	Male	57,461	15,977	91,352
682	Madelyn	Female	81,984	68,169	91,275
683	Arianna	Female	91,166	76,980	91,166
684	Claude	Male	24,865	1,128	91,056
685	Abraham	Male	72,372	39,913	91,031
686	Jenny	Female	81,771	9,363	90,940
687	Felicia	Female	86,354	3,983	90,856
688	Jackie	Female	65,695	2,304	90,705
689	Angelica	Female	88,607	25,286	89,848
690	Brendan	Male	88,767	34,297	89,752
691	Guy	Male	49,845	3,061	89,744
692	Bridget	Female	85,526	14,920	89,699
693	Andy	Male	76,903	28,091	89,375
694	Adriana	Female	88,507	44,259	89,227
695	Hope	Female	77,646	30,961	88,887
696	Pedro	Male	74,707	24,067	88,819
697	Karla	Female	85,026	22,259	88,755
698	Harriet	Female	13,468	1,749	88,689
699	Brady	Male	85,928	54,696	88,654
700	Lola	Female	31,753	20,377	88,404
701	Bobbie	Female	42,900	1,411	88,204
702	Geneva	Female	19,490	3,147	87,757
703	Nicolas	Male	85,084	47,305	87,557
704	Aaliyah	Female	87,442	79,254	87,442
705	Blanche	Female	4,741	135	87,365
706	Layla	Female	87,364	82,728	87,364
707	Velma	Female	12,583	190	86,625
708	Becky	Female	77,135	1,016	86,616
709	Damian	Male	86,045	57,783	86,539
710	Tracey	Female	86,151	932	86,417
711	Dakota	Male	86,089	36,794	86,089
712	Jamie	Male	83,798	6,792	85,631
713	Cooper	Male	84,870	77,068	85,528
714	Kurt	Male	80,044	3,133	85,344
715	Susie	Female	25,599	1,586	85,089
716	Fannie	Female	8,124	867	85,005
717	Raul	Male	73,298	19,785	84,564
718	Candace	Female	77,324	3,846	84,523
719	Jacquelyn	Female	63,694	6,968	84,477
720	Lula	Female	7,165	1,146	84,455
721	Misty	Female	84,388	1,908	84,428
722	Shelly	Female	83,239	1,418	84,233
723	Kristine	Female	79,709	2,864	83,978
724	Andres	Male	80,112	41,409	83,854
725	Sherri	Female	81,160	391	83,593
726	Jade	Female	83,360	54,047	83,491
727	Zoey	Female	83,180	80,454	83,180
728	Sidney	Male	31,989	4,539	83,110
729	Tim	Male	72,197	1,293	83,100
730	Ben	Male	36,580	7,147	83,077
731	Brad	Male	81,331	2,911	82,871
732	Rachael	Female	78,399	11,195	82,093
733	Desiree	Female	81,793	16,410	82,055
734	Miles	Male	73,155	49,422	82,002
735	Brittney	Female	81,890	9,139	81,890
736	Iris	Female	51,372	21,744	81,781
737	Kelly	Male	74,868	2,495	81,652
738	Wallace	Male	23,417	2,222	81,580
739	Rick	Male	75,170	2,071	81,541
740	Hugh	Male	27,596	4,071	81,531
741	Jillian	Female	81,438	31,181	81,475
742	Breanna	Female	81,362	33,456	81,362
743	Dalton	Male	76,076	35,983	81,191
744	Kate	Female	65,956	34,227	80,983
745	Ross	Male	58,670	5,264	80,917
746	Harper	Female	80,885	80,205	80,885
747	Elias	Male	74,339	54,718	80,837
748	Hilda	Female	16,972	1,225	80,651
749	Byron	Male	58,165	9,368	80,202
750	Rosie	Female	23,462	3,964	80,012
751	Grayson	Male	78,831	72,087	79,758
752	Nevaeh	Female	79,667	79,649	79,667
753	Eunice	Female	15,488	3,011	79,630
754	Jodi	Female	79,189	1,651	79,392
755	Gabriela	Female	78,963	41,568	79,232
756	Rafael	Male	72,871	26,410	78,734
757	Jaxon	Male	78,713	77,411	78,713
758	Sheryl	Female	67,397	577	78,698
759	Jackie	Male	41,547	2,097	78,494
760	Monique	Female	77,941	6,488	78,434
761	Tyrone	Male	72,930	6,627	78,420
762	Angelo	Male	53,544	21,628	78,398
763	Antoinette	Female	39,567	2,170	78,290
764	Julius	Male	40,064	17,146	78,280
765	Dwight	Male	52,212	2,787	78,131
766	Summer	Female	77,904	37,368	77,909
767	Lynda	Female	47,123	1,043	77,794
768	Elena	Female	69,743	40,489	77,781
769	Mamie	Female	7,387	452	77,760
770	Trinity	Female	77,677	71,447	77,683
771	Greg	Male	72,170	1,059	77,574
772	Willard	Male	16,493	958	77,354
773	Nelson	Male	48,481	9,713	77,267
774	Harrison	Male	64,493	42,264	77,243
775	Kaleb	Male	76,735	58,908	76,735
776	Collin	Male	75,822	42,582	76,705
777	Kristi	Female	75,740	1,173	76,396
778	Casey	Female	76,254	12,403	76,312
779	Sergio	Male	75,057	29,577	76,108
780	Emmanuel	Male	74,371	46,287	75,700
781	Dwayne	Male	70,149	6,004	75,644
782	Mathew	Male	69,098	16,115	75,453
783	Ramon	Male	57,536	12,136	75,231
784	Perry	Male	49,053	3,304	75,006
785	Ted	Male	39,622	1,318	74,859
786	Gracie	Female	54,939	45,064	74,828
787	Kelli	Female	74,694	3,016	74,713
788	Drew	Male	72,587	25,822	74,704
789	Janie	Female	35,082	3,407	74,614
790	Krystal	Female	74,318	9,265	74,357
791	Jaden	Male	74,164	69,558	74,164
792	Meredith	Female	68,135	13,499	73,783
793	Rebekah	Female	72,194	19,076	73,511
794	Krista	Female	73,174	6,164	73,367
795	Irma	Female	27,316	1,938	73,332
796	Beulah	Female	3,174	184	73,119
797	Ayden	Male	72,876	72,431	72,876
798	Armando	Male	64,657	19,892	72,742
798	Bianca	Female	72,436	27,495	72,742
799	Freddie	Male	37,290	2,289	72,692
800	Rosalie	Female	25,848	10,658	72,642
801	Cesar	Male	71,837	35,660	72,529
802	Shelley	Female	69,530	592	72,508
803	Peyton	Female	72,180	64,141	72,180
804	Marion	Male	19,260	2,168	72,075
805	Belinda	Female	68,706	4,608	72,039
806	Erick	Male	70,884	34,795	71,921
807	Terrence	Male	61,046	7,107	71,380
808	Virgil	Male	19,809	1,356	71,278
809	Ashton	Male	70,275	59,536	71,144
810	Kennedy	Female	71,114	62,392	71,114
811	Marco	Male	69,104	29,395	70,695
812	Devon	Male	69,597	27,206	70,587
813	Morris	Male	21,613	1,897	70,338
814	Kristy	Female	70,027	2,413	70,318
815	Alberta	Female	9,406	251	70,294
816	Felix	Male	47,797	19,181	70,111
817	Camila	Female	69,806	67,541	69,927
818	Ariel	Female	69,272	33,862	69,793
819	Wade	Male	54,786	9,989	69,653
820	Clifton	Male	37,271	2,636	69,578
821	Shaun	Male	69,219	10,006	69,512
822	Opal	Female	6,431	2,290	69,432
823	Roman	Male	62,298	44,787	69,325
824	Jeannette	Female	27,846	867	69,090
825	Terrance	Male	61,914	9,014	68,911
826	Verna	Female	12,066	528	68,835
827	Giovanni	Male	68,287	51,888	68,691
828	Sandy	Female	59,477	3,904	68,618
829	Stuart	Male	47,737	2,429	68,522
830	Kent	Male	55,489	2,912	68,518
831	Faye	Female	21,552	3,650	68,509
832	Brody	Male	68,468	61,627	68,468
833	Ramona	Female	39,800	2,972	68,385
834	Flora	Female	11,892	2,523	68,172
835	Jaime	Male	66,820	18,075	68,137
836	Genesis	Female	67,925	57,829	67,925
837	Della	Female	16,279	2,528	67,818
838	Candice	Female	65,298	3,536	67,716
839	Cheyenne	Female	67,669	32,492	67,711
840	Kirk	Male	63,485	2,264	67,651
841	Inez	Female	8,846	1,222	67,508
842	Leonardo	Male	65,458	50,245	67,217
843	Gianna	Female	67,104	59,030	67,104
844	Camille	Female	56,610	23,384	67,052
845	Adrienne	Female	57,862	7,268	67,005
846	Jace	Male	66,834	59,548	66,853
847	Valeria	Female	60,444	45,585	66,832
848	Skylar	Female	66,821	57,154	66,821
849	Lila	Female	33,715	24,196	66,534
850	Scarlett	Female	65,610	59,680	66,196
851	Luther	Male	18,026	1,697	66,134
852	Elise	Female	58,713	31,331	66,091
853	Lorenzo	Male	56,702	24,269	66,041
854	Natalia	Female	64,266	50,120	65,788
855	Penelope	Female	57,241	46,463	65,643
856	Jonah	Male	64,295	48,964	65,562
857	Sonia	Female	58,335	7,547	65,371
858	Guadalupe	Female	51,277	18,159	65,156
859	Sonya	Female	60,982	3,743	65,039
860	Marianne	Female	42,042	2,028	64,872
861	Jada	Female	64,707	48,772	64,728
862	Jonathon	Male	64,197	12,204	64,677
863	Ellie	Female	60,746	54,738	64,422
864	Damon	Male	61,344	15,148	63,978
865	Dave	Male	37,464	1,635	63,922
866	Marcella	Female	25,144	3,568	63,899
867	Lincoln	Male	59,491	53,250	63,807
868	Fredrick	Male	39,071	3,358	63,701
869	Carly	Female	63,699	25,428	63,699
870	Alexis	Male	63,078	38,488	63,604
871	Nichole	Female	63,322	4,498	63,382
872	Yvette	Female	58,302	4,387	63,185
873	Bryson	Male	62,771	53,948	63,100
874	Dominick	Male	47,590	25,472	63,049
875	Dillon	Male	62,228	24,437	62,751
876	Cristian	Male	62,737	40,683	62,737
877	Angie	Female	53,098	13,328	62,710
878	Daryl	Male	54,032	2,892	62,438
879	Patty	Female	38,151	219	62,437
880	Maryann	Female	32,460	2,667	62,218
881	Lee	Female	39,129	596	62,143
882	Malcolm	Male	40,256	11,210	62,065
883	Robyn	Female	60,538	4,273	62,020
884	Bella	Female	57,238	55,419	61,989
885	Lynne	Female	44,623	330	61,897
886	Dallas	Male	46,421	19,366	61,697
887	Kristopher	Male	61,596	11,811	61,619
888	Santiago	Male	57,739	45,965	61,571
889	Olga	Female	20,729	1,940	61,482
890	Gayle	Female	38,158	182	61,320
891	Rickey	Male	57,063	2,367	61,318
892	Tracy	Male	57,274	1,654	61,223
893	Israel	Male	56,639	30,249	61,116
894	Hudson	Male	59,378	57,111	60,762
895	Homer	Male	9,953	438	60,703
896	Kaden	Male	60,610	57,449	60,610
897	Caden	Male	60,521	57,575	60,521
898	Sheri	Female	58,245	290	60,412
899	Myra	Female	33,630	6,466	60,360
900	Donnie	Male	43,925	2,384	60,301
901	Julio	Male	55,890	19,067	60,258
902	Alberto	Male	55,039	15,837	60,244
903	Simon	Male	47,598	26,813	60,129
904	Daniela	Female	60,000	41,558	60,008
905	Annabelle	Female	44,721	40,363	59,603
906	Kendall	Female	59,139	40,031	59,247
907	Kari	Female	58,637	2,820	58,819
908	Adeline	Female	29,418	25,965	58,663
909	Mckenzie	Female	58,519	40,859	58,519
910	Josie	Female	37,845	22,650	58,477
910	Karina	Female	58,477	23,904	58,477
911	Callie	Female	43,192	24,724	58,424
912	Abby	Female	57,135	25,004	58,236
913	Otis	Male	22,473	3,078	58,217
914	Earnest	Male	18,725	894	58,216
915	Roxanne	Female	55,755	4,075	58,200
916	Tabitha	Female	57,549	9,779	58,034
917	Juliana	Female	55,196	38,372	58,012
918	Gerard	Male	36,097	2,853	57,981
919	Rex	Male	35,422	5,561	57,900
920	Lyle	Male	23,028	2,464	57,693
921	Gage	Male	57,468	43,531	57,524
922	Celeste	Female	50,845	16,540	57,443
923	Lilly	Female	45,268	39,107	57,434
924	Hubert	Male	12,682	856	57,357
925	Serenity	Female	57,355	54,861	57,355
926	Enrique	Male	52,193	19,593	57,329
927	Aurora	Female	47,553	36,479	57,085
928	Kaitlin	Female	57,084	13,637	57,084
929	Damien	Male	56,850	32,478	56,948
930	Alana	Female	55,760	32,802	56,947
931	Wilbur	Male	9,649	459	56,672
932	Donovan	Male	53,857	30,630	56,577
933	Cecelia	Female	25,115	8,254	56,573
934	Trenton	Male	55,660	31,253	56,051
935	Cassidy	Female	56,047	31,519	56,047
936	Asher	Male	55,461	52,435	55,980
937	Dianna	Female	44,808	3,135	55,720
938	Jody	Female	54,108	658	55,711
939	Avery	Male	51,679	34,300	55,646
940	Salvatore	Male	27,046	4,901	55,569
941	Emmett	Male	35,700	26,632	55,537
942	Alisha	Female	55,511	8,769	55,525
943	Liliana	Female	55,473	41,379	55,473
944	Olive	Female	12,046	10,816	55,471
945	Mateo	Male	54,844	51,971	55,288
946	Mya	Female	54,879	49,682	54,879
947	Erma	Female	7,265	371	54,790
948	Muriel	Female	5,622	495	54,692
949	Alfredo	Male	47,037	13,515	54,582
950	Jan	Female	43,570	126	54,508
951	Mallory	Female	54,377	22,098	54,502
952	Neal	Male	37,110	2,436	54,341
953	Celia	Female	26,028	7,091	54,225
954	Geoffrey	Male	49,575	2,838	54,083
955	Horace	Male	13,169	623	54,024
956	Janelle	Female	51,159	13,111	53,879
957	Eliza	Female	36,143	24,831	53,838
958	Arturo	Male	47,993	14,835	53,802
959	Bernadette	Female	34,618	2,062	53,670
960	Aimee	Female	52,196	6,985	53,589
961	Estelle	Female	7,938	3,495	53,539
962	Leland	Male	27,076	12,025	53,521
963	Ira	Male	20,441	2,616	53,468
964	Gretchen	Female	41,082	4,670	53,413
965	Mikayla	Female	53,365	33,833	53,365
966	Vicky	Female	47,482	2,072	53,281
967	Rudolph	Male	16,066	939	53,223
968	Jordyn	Female	53,205	41,962	53,205
969	Wendell	Male	28,306	1,550	53,189
970	Dana	Male	44,771	1,091	53,098
971	Mable	Female	4,585	377	52,861
972	Conner	Male	52,664	39,229	52,845
973	Abel	Male	48,859	29,368	52,810
974	Kirsten	Female	52,433	11,079	52,770
975	Eloise	Female	17,965	11,886	52,732
976	Alec	Male	50,712	19,267	52,617
977	Payton	Female	52,437	45,034	52,437
978	Nadine	Female	30,194	3,319	52,385
979	Bennie	Male	18,128	1,026	52,340
980	Ezra	Male	47,406	40,266	52,318
981	Lynn	Male	24,514	437	52,268
982	Traci	Female	52,079	668	52,110
983	Reagan	Female	52,067	46,036	52,067
984	Shannon	Male	50,621	2,710	51,999
985	Willis	Male	14,360	1,351	51,939
986	Lana	Female	40,910	12,857	51,896
987	Joey	Male	50,217	7,898	51,870
988	Lora	Female	35,431	1,374	51,865
989	Cara	Female	50,204	9,603	51,768
990	Caitlyn	Female	51,756	25,219	51,756
991	Gerardo	Male	50,763	20,176	51,643
992	Johanna	Female	37,640	12,099	51,492
993	Rylee	Female	51,456	47,655	51,456
994	Aria	Female	51,230	49,199	51,373
995	Allyson	Female	51,070	21,570	51,301
996	Cristina	Female	50,115	9,286	51,292
997	Darius	Male	50,380	18,461	51,140
998	Lacey	Female	50,957	12,997	51,127
999	Edmund	Male	18,732	2,492	50,889
1000	Easton	Male	50,671	49,015	50,817
